season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,445,498
2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,185,207
2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,108,135
2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,115,164
2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,178,211
2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,146,189
2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,128,178
2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,131,164
2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,265,312
2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,555,638
2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,527,607
2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,362,416
2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,273,330
2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,209,257
2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,144,175
2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,90,107
2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,38,47
2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,13,17
2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,4,5
2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4,4
2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,6,6
2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.19399999999999998,18,25
2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,104,112
2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,172,188
2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,364,388
2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.19399999999999998,232,261
2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,103,121
2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,117,150
2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,165,206
2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,114,151
2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,114,153
2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,127,159
2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.19399999999999998,258,294
2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,230,272
2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,299,325
2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,269,327
2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,176,201
2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,154,188
2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,127,151
2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,14,16
2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,21,24
2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,19,23
2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,11,13
2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,5,6
2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,5,6
2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,12,13
2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,89,97
2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,225,250
2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,426,454
2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,196,224
2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,126,170
2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,138,181
2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,194,243
2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,156,204
2,0,6,14,0,5,1,1,0.76,0.6970000000000001,0.52,0.19399999999999998,142,215
2,0,6,15,0,5,1,1,0.78,0.6970000000000001,0.43,0.2239,181,243
2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,286,355
2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,467,552
2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,388,450
2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,275,328
2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,192,232
2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,159,208
2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,127,175
2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,141,178
2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,83,104
2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,80,95
2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,37,53
2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,16,20
2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,4,5
2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,6,7
2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,18,27
2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,45,57
2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,103,131
2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,156,218
2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.19399999999999998,176,244
2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,270,404
2,0,6,12,0,6,0,1,0.74,0.6970000000000001,0.66,0.0896,258,420
2,0,6,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.0,192,327
2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,196,334
2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,214,367
2,0,6,16,0,6,0,2,0.76,0.6970000000000001,0.52,0.2239,275,468
2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,239,449
2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.19399999999999998,263,381
2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,227,326
2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,127,188
2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,125,183
2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,105,161
2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,97,150
2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0.0,71,89
2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,59,76
2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,59,72
2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,16,30
2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,10,17
2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,12,19
2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,22,33
2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,36,71
2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,59,84
2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,111,169
2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,158,244
2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,236,377
2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,255,396
2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,214,363
2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,193,317
2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,216,362
2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,257,378
2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,238,397
2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,218,296
2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,217,311
2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.19399999999999998,146,232
2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,110,167
2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,114,152
2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.19399999999999998,78,92
2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,19,26
2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,3,12
2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,0,2
2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0.0,0,1
2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,2,3
2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,3,3
2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,25,26
2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.19399999999999998,46,46
2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.19399999999999998,209,221
2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,200,219
2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,58,91
2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,67,94
2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,129,162
2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,129,179
2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,130,175
2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,139,205
2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,238,299
2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,484,565
2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,474,538
2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,369,431
2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,264,316
2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,167,206
2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,106,130
2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,50,60
3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,23,33
3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,12,14
3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,5,6
3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,2,2
3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,7,9
3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,22,25
3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,107,115
3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,288,309
3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,368,401
3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,243,275
3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.19399999999999998,120,161
3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,119,171
3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,149,189
3,0,6,13,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,158,207
3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,108,152
3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,128,170
3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,273,335
3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239,507,572
3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,469,536
3,0,6,19,0,2,1,2,0.74,0.7121,0.74,0.2239,358,425
3,0,6,20,0,2,1,3,0.74,0.6970000000000001,0.7,0.2239,254,326
3,0,6,21,0,2,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,191,229
3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,97,109
3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045,53,64
3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.19399999999999998,18,33
3,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.1343,19,21
3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0.0,5,7
3,0,6,3,0,3,1,1,0.66,0.6061,0.78,0.1343,7,7
3,0,6,4,0,3,1,1,0.64,0.5758,0.83,0.0,8,11
3,0,6,5,0,3,1,1,0.64,0.5758,0.89,0.0,21,23
3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0.0,110,122
3,0,6,7,0,3,1,1,0.7,0.6667,0.79,0.0,288,311
3,0,6,8,0,3,1,1,0.72,0.6970000000000001,0.74,0.1045,396,423
3,0,6,9,0,3,1,1,0.72,0.6970000000000001,0.79,0.1642,205,219
3,0,6,10,0,3,1,1,0.74,0.6970000000000001,0.7,0.2537,104,135
3,0,6,11,0,3,1,1,0.74,0.6970000000000001,0.7,0.1642,108,145
3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,144,188
3,0,6,13,0,3,1,2,0.82,0.7879,0.56,0.2537,113,147
3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836,113,145
3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836,114,146
3,0,6,16,0,3,1,2,0.82,0.8029999999999999,0.59,0.3284,224,258
3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,462,529
3,0,6,18,0,3,1,2,0.8,0.7727,0.59,0.2537,447,513
3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,280,342
3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,230,282
3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,216,247
3,0,6,22,0,3,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,123,148
3,0,6,23,0,3,1,2,0.72,0.6970000000000001,0.79,0.2239,91,105
3,0,6,0,0,4,1,1,0.72,0.6970000000000001,0.79,0.2239,44,49
3,0,6,1,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,26,31
3,0,6,2,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,4,4
3,0,6,3,0,4,1,2,0.72,0.6970000000000001,0.74,0.1642,4,5
3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,7,7
3,0,6,5,0,4,1,1,0.72,0.6970000000000001,0.74,0.1642,22,24
3,0,6,6,0,4,1,1,0.72,0.6970000000000001,0.74,0.1642,92,100
3,0,6,7,0,4,1,2,0.72,0.6970000000000001,0.74,0.1343,301,327
3,0,6,8,0,4,1,2,0.74,0.6970000000000001,0.7,0.19399999999999998,412,432
3,0,6,9,0,4,1,2,0.74,0.6970000000000001,0.7,0.1343,194,227
3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,88,127
3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,108,136
3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,130,160
3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,149,186
3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,103,149
3,0,6,15,0,4,1,2,0.76,0.6970000000000001,0.52,0.3582,127,189
3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,217,275
3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,495,569
3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,483,540
3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,344,400
3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,277,352
3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.19399999999999998,188,234
3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,139,162
3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,90,105
3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.19399999999999998,53,63
3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,20,28
3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,10,14
3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,4,5
3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,8,9
3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,18,20
3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,87,91
3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,247,268
3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,439,466
3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,203,231
3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,102,145
3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,147,203
3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,150,201
3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,178,221
3,0,6,14,0,5,1,1,0.78,0.6970000000000001,0.43,0.2836,162,229
3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,147,216
3,0,6,16,0,5,1,1,0.8,0.6970000000000001,0.33,0.4179,247,327
3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,472,557
3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,365,452
3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,293,385
3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,222,288
3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,183,233
3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0.0,126,167
3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,139,172
3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,97,116
3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,75,95
3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.19399999999999998,51,59
3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.19399999999999998,21,39
3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.19399999999999998,4,11
3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,8,14
3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,17,29
3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,35,42
3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,85,112
3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,139,186
3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.19399999999999998,203,302
3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0.0,209,331
3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,252,392
3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,231,371
3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,232,383
3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0.0,235,392
3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,235,410
3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,247,399
3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,199,307
3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,254,375
3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.19399999999999998,195,269
3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,140,202
3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.19399999999999998,126,187
3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,130,179
3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,85,115
3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,73,90
3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,70,87
3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,22,34
3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,8,11
3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,9,12
3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,13,20
3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,27,51
3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.19399999999999998,78,107
3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,131,206
3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,196,332
3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,219,346
3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,268,443
3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,245,442
3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,246,443
3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0.0,229,403
3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.19399999999999998,278,455
3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,243,421
3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,265,382
3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,228,317
3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,158,213
3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,135,183
3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0.0,95,114
3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,64,78
3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,25,32
3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,11,15
3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,6
3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,2,2
3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,8,9
3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,21,22
3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,90,94
3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,247,261
3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.19399999999999998,418,447
3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,150,187
3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,95,150
3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,95,150
3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,130,170
3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,127,164
3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,100,158
3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,126,202
3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,222,275
3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,514,604
3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,512,591
3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.19399999999999998,340,396
3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,251,305
3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,190,242
3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,112,145
3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,65,81
3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,25,30
3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,8,13
3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,9,11
3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,2,2
3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,7,8
3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,20,21
3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,117,124
3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.19399999999999998,320,347
3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,417,456
3,0,6,9,0,2,1,1,0.74,0.6970000000000001,0.7,0.0,208,246
3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,112,157
3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,118,167
3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,161,202
3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,156,189
3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,117,160
3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,127,166
3,0,6,16,0,2,1,1,0.86,0.8029999999999999,0.47,0.2836,220,261
3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,509,579
3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,436,504
3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,255,299
3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,246,296
3,0,6,21,0,2,1,1,0.74,0.6970000000000001,0.66,0.2836,164,195
3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,104,134
3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,58,81
3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,25,36
3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,18,28
3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,9,16
3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,3,5
3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,5,5
3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.19399999999999998,19,22
3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,104,116
3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,318,336
3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,499,540
3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,189,221
3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,95,126
3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,117,170
3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,188,243
3,0,6,13,0,3,1,1,0.8,0.6970000000000001,0.31,0.3284,186,231
3,0,6,14,0,3,1,1,0.8,0.6970000000000001,0.31,0.19399999999999998,138,188
3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,146,189
3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,268,328
3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,492,570
3,0,6,18,0,3,1,1,0.8,0.6970000000000001,0.29,0.2985,510,588
3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,341,401
3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,264,333
3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,195,221
3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.19399999999999998,151,183
3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.19399999999999998,97,129
3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,39,54
3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,19,32
3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,6,8
3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,7,9
3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,4,6
3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,24,25
3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,119,123
3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,291,320
3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,511,555
